participant_id,week,date,prompt_text,journal_response_text,behavioral_domain_category,signal_before,signal_after,signal_change,behavioral_improvement,n_features_total,n_features_improved,baseline_imputed,prompt_type
t0009@sreflect,3.0,2024-02-21,"As you're spending more time at home lately, what new hobby or skill could you explore to enrich these moments?",I mean it's not that im at home. its more that im observing at a telescope but i find myself becoming interested more in research,sleep,-1.0859,-0.1836,0.9023,yes,1,1,no,REDIRECTIVE
t0009@sreflect,3.0,2024-02-22,Social connections are evolving for you. How will you nurture relationships this week with less digital interaction?,I think by putting my phone in my pocket and sitting by my friends letting them talk. I'm always afraid of missing out something online but I should focus more on what's in front of me sometimes,social_interaction,0.7985,0.3027,-0.4959,no,16,6,no,REDIRECTIVE
t0009@sreflect,3.0,2024-02-23,"With your screen time down, consider planning a small social gathering to spark meaningful in-person connections. How might that look like for you?",I will attend on Monday. unfortunately I will be very busy until then.,social_interaction,0.6239,0.0091,-0.6148,no,16,8,no,REDIRECTIVE
t0009@sreflect,3.0,2024-02-25,Your digital habits have improved. Noticed any changes in your sleep with more screen-free time before bed?,better sleep. but not long enough due to external factors,sleep,-0.1836,-1.2613,-1.0777,no,1,0,no,REFLECTIVE
t0009@sreflect,3.0,2024-02-26,Increasing phone interactions reflect a boost in your social life! How are they enriching your daily routine?,they're making me feel supported. especially when I am very tired and cranky.,digital_habits,-0.0165,0.8724,0.8889,no,5,3,no,REFLECTIVE
t0009@sreflect,4.0,2024-02-27,It seems you've been more mobile and visiting new places. How does exploring affect your well-being?,"why it's fun to see new places, it's also exhausting, too. I am looking forward to being back to campus and relaxing",digital_habits,0.3482,0.949,0.6008,no,5,4,no,REFLECTIVE
t0009@sreflect,4.0,2024-02-28,Your knack for digital entertainment has spiked. Consider how these choices might shape your tomorrow.,it's something in the background I sometimes put in order to work.,digital_habits,0.4235,0.6895,0.266,no,5,4,no,REDIRECTIVE
t0009@sreflect,4.0,2024-02-29,"With your screen time down, reflect on new non-digital activities you've discovered recently.",I am more focused on other things and baking again. But I am very busy so that's why it wasn't that great a day.,digital_habits,0.7522,1.0484,0.2962,no,5,4,no,REFLECTIVE
t0009@sreflect,4.0,2024-03-01,Your outgoing SMS has surged—what messages have uplifted you recently?,my friend checking in on me because they know how busy I am. but also reminding of things that are due. i appreciate their support even though they arent in astronomy,digital_habits,0.8724,1.0537,0.1813,no,5,2,no,REFLECTIVE
t0009@sreflect,4.0,2024-03-03,Your phone convos are up while in-person chats dipped. How might you balance digital and face-to-face interactions next week?,"I will going to campus most of the week, so I'll see people in person",digital_habits,0.6895,0.8407,0.1512,no,5,0,no,REDIRECTIVE
t0009@sreflect,4.0,2024-03-04,"Your in-person conversations are up, but your screen time declined. What new habit might you start next week to continue this trend?","more writing for fun, instead of science writing. i usually do it on paper.",social_interaction,0.4431,0.6817,0.2386,yes,16,6,no,REDIRECTIVE
t0009@sreflect,5.0,2024-03-05,"While your screentime went down, there's an uptick in social app use. Consider which app enhances real connections and why?",i talk to more people on Instagram then any other. mostly because the toxicity of others,social_interaction,0.6164,0.4185,-0.1979,no,16,4,no,REDIRECTIVE
t0009@sreflect,5.0,2024-03-06,You've been exploring more places lately. How does visiting new spots shape your day?,"I walk more, feel better about myself but also socialize more",physical_fitness,-0.3507,-0.1565,0.1942,yes,5,1,no,REFLECTIVE
t0009@sreflect,5.0,2024-03-08,"Your screen time is down, but phone unlocks are up. How does this affect your focus and productivity?","Well, it's more like I put my phone down to work on my computer or write for fun. I tend to put on Netflix on it in the background.",digital_habits,1.0153,0.6058,-0.4095,yes,5,3,no,REFLECTIVE
t0009@sreflect,5.0,2024-03-10,It seems your outbound calls have lessened but texts are on the rise. Could this reflect a shift in how you prefer to communicate?,"I don't really like calling over the phone, the only people I speak on the phone with are my parents and aunts and uncles. it's less stressful for me.",digital_habits,0.5167,0.6069,0.0902,no,5,2,no,REFLECTIVE
t0009@sreflect,5.0,2024-03-11,"With walking up and screen time on the rise, what change inspired you to switch up these routines, and how has it impacted your day?",my advisors new postdoc is visiting and we work great together. It's helped that I've showed him around.,digital_habits,0.2515,0.3883,0.1368,no,5,1,no,REFLECTIVE
t0009@sreflect,6.0,2024-03-12,"Your walks have picked up pace lately. What's motivating you to step out more, and how does it boost your day?",I wanted to go to the office because it's hard for me to work from home. I am trying to main that,physical_fitness,-0.1401,-0.2365,-0.0964,no,5,0,no,REFLECTIVE
t0009@sreflect,6.0,2024-03-13,You're reaching out more digitally but less face to face. What's one moment this week where a digital convo replaced a meet-up?,When my advisors post doc went back home. we had to meet remotely,social_interaction,-0.0653,0.0498,0.1151,yes,16,4,no,REFLECTIVE
t0009@sreflect,9.0,2024-04-07,You're spending more time at home lately. What new habit could you start there to boost your well-being?,I mean I decided to take an extra day on Friday but I've been to the office since. except maybe a little later than usual,sleep,-0.2087,0.4931,0.7018,yes,1,1,no,REDIRECTIVE
t0010@sreflect,1.0,2024-02-07,You've been favoring in-person chats over texts lately. What's a recent face-to-face conversation that left a positive mark on you?,A meeting I had with my boss made me feel better about some of the problems I've been having lately. helped with validating that certain things are out of my control.,social_interaction,0.1549,0.0759,-0.079,no,16,2,no,REFLECTIVE
t0010@sreflect,1.0,2024-02-08,"With your recent boost in screen time, what's one less vital app you might curb to enhance your focus or rest?","I feel like I was really busy today, so honestly surprised my screen time went up, maybe related to doing some work things on my phone. Maybe I could spend some less time on Instagram throughout the day.",digital_habits,-0.6197,-0.1334,0.4863,no,5,0,no,REDIRECTIVE
t0010@sreflect,1.0,2024-02-09,"Reflecting on a recent day, can you spot a pattern that links your screen time and sleep routine, and how might you tweak it for better rest?",Sometimes when I'm really tired I'll stay up on my phone or watching TV. sometimes it's hard to get up and get the energy to go to bed even though it's what's best for me,sleep,1.1698,0.2425,-0.9273,no,1,0,no,REDIRECTIVE
t0010@sreflect,1.0,2024-02-11,"Since you've been spending less time on your phone, what new interests have you explored or activities have you found joy in?","I haven't really been doing anything new lately. just working a lot on writing for my qualifying exam. lots to learns, lots to do",digital_habits,-0.1579,-0.5328,-0.3748,yes,5,4,no,REFLECTIVE
t0010@sreflect,1.0,2024-02-12,"With a notable uptick in your running and walking, what's one new track or trail you've discovered recently that lifted your spirits?","I've been running down heater road a bit. it's tough hills, but I like that it's a nice smooth, snow cleared side walk.",physical_fitness,0.6903,-0.061,-0.7514,no,5,0,no,REFLECTIVE
t0010@sreflect,2.0,2024-02-13,"Your phone has become less of a companion lately. How has this shift impacted your day-to-day life, and what positive changes have you noticed?","I was very productive today. got a lot of work done, didn't really have time to be on my phone",digital_habits,-0.2453,-0.311,-0.0657,yes,5,3,no,REFLECTIVE
t0010@sreflect,2.0,2024-02-14,You're calling more and texting less. Reflect on how this change is reshaping your connections.,"I called my mom because I think she needed it. I've been bad about calling her lately and she clearly doesn't like that. so after she texted me today, I called to respond, I think she appreciated it.",digital_habits,-0.3659,-0.3005,0.0654,no,5,2,no,REFLECTIVE
t0010@sreflect,2.0,2024-02-15,You're meeting more people in person. How does this change in socializing affect your sense of community?,"I like lunch outings and tea time. it's a good way to break up the day, get some snacks before getting back to work",social_interaction,-0.0054,0.0346,0.0401,yes,16,5,no,REFLECTIVE
t0010@sreflect,2.0,2024-02-16,You've shifted from calls to texts lately. How do you think this is shaping your communication preferences?,"Texting is easier for me, doesn't take up as much time, can pause a convo and continue later",digital_habits,-0.425,-0.376,0.0491,no,5,1,no,REFLECTIVE
t0010@sreflect,3.0,2024-02-20,Been reaching out less via text but still embracing calls. How has this switch impacted your daily connections?,"I wouldn't say I'm embracing calls, I got a lot of spam calls today. I'm very busy with qual and writing class homework so really just had less time to be on my phone today.",digital_habits,-0.376,-0.3098,0.0662,no,5,2,no,REFLECTIVE
t0010@sreflect,3.0,2024-02-21,Your recent trend shows a notable decrease in digital screen time. How does this change affect your daily routine and focus?,I've been working a lot. it's been good for my productivity. but also the reduced is likely a necessity at this point,digital_habits,-0.3298,-0.3768,-0.0469,yes,5,3,no,REFLECTIVE
t0010@sreflect,3.0,2024-02-22,"You've had a shift in digital habits with less screen time. Considering this, how has your recent book or article reading evolved?",I've been working hard on my qualifying exam prep. wish I were reading more.,digital_habits,-0.3803,-0.4194,-0.0391,yes,5,2,no,REFLECTIVE
t0010@sreflect,3.0,2024-02-23,Seeing your phone calls have greatly increased—how have these conversations impacted your daily interactions and overall well-being?,"I called a lot of restaurants tonight looking for a last minute table for 7. most had crazy long waits, but ultimately found a good spot and had a good night",digital_habits,-0.3124,-0.4601,-0.1477,yes,5,3,no,REFLECTIVE
t0010@sreflect,3.0,2024-02-25,You're texting more and calling less – how has this shift affected your ability to express yourself and maintain relationships last week?,Texting is easier for me. Today I was texting a lot to communicate with my ski group. Had a great time with the ski group once we were all at the mountain,digital_habits,-0.3768,-0.4471,-0.0704,yes,5,2,no,REFLECTIVE
t0010@sreflect,3.0,2024-02-26,You've notably increased your running recently. How does that align with your physical fitness goals and make you feel?,"I've been running all winter just on the treadmill. But I'm very happy it was warm enough to run outside, I very much prefer running outside. Made me feel great, I love starting my day with a workout",physical_fitness,0.6739,0.2274,-0.4466,no,5,1,no,REFLECTIVE
t0010@sreflect,4.0,2024-02-27,You've been powering down on screen time lately; what new habits made this possible and how do they reflect on your daily routine?,"Getting work done, but taking breaks to get away from my screen. like washed dishes during a break, took my dog out, etc",digital_habits,-0.4601,-0.378,0.0822,no,5,2,no,REFLECTIVE
t0010@sreflect,4.0,2024-02-28,Your calendar shows more events lately. How are these shaping your interaction with others and influencing your wellbeing?,"With the practice qual done, I have some free time. I have been able to book more time with equipment and making progress.",sleep,-0.2337,0.0169,0.2506,yes,1,1,no,REFLECTIVE
t0010@sreflect,4.0,2024-02-29,"Reflecting on the fading phone calls but more texts, how has this shift impacted your connections with friends?","I typically am not much of a caller, so fade probably just means I had a weird uptick in calls lately. when my texting is increasing, it's probably relating to planning things. which means I have actually had the chance to do fun things lately.",digital_habits,-0.4471,-0.391,0.0561,no,5,1,no,REFLECTIVE
t0010@sreflect,4.0,2024-03-01,"With your phone unlocks on the rise, what's one new habit you could try to reduce them?","it is a habit for me to open Instagram all the time, for no reason. I really should try to stop that.",digital_habits,-0.4173,-0.3878,0.0295,no,5,2,no,REDIRECTIVE
t0010@sreflect,4.0,2024-03-04,Your recent runs have picked up pace. How does this boost in physical activity influence your daily mood?,"I am unwell if I don't get a workout in. for me, a morning workout is a great start to the day, allows my body to be fully awake before I have to use my brain.",physical_fitness,0.8396,0.2371,-0.6025,no,5,1,no,REFLECTIVE
t0010@sreflect,4.0,2024-03-04,Your texts and in-person conversations have risen! Who have you connected with lately and how has this impacted your sense of community?,"I am unwell if I don't get a workout in. for me, a morning workout is a great start to the day, allows my body to be fully awake before I have to use my brain.",social_interaction,-0.041,-0.0179,0.0231,yes,16,4,no,REFLECTIVE
t0010@sreflect,5.0,2024-03-06,You've upped your running lately. How might integrating this into your daily routine enhance your focus and energy?,"I haven't actually upped my running, I've just been running more outside instead of on the treadmill. It's really nice to be outside, great way to start the day for me.",physical_fitness,1.0533,0.4057,-0.6476,no,5,1,no,REDIRECTIVE
t0010@sreflect,5.0,2024-03-07,Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.,chats in the lab are always good to break up the day. Also good to get my thoughts out and maybe refocus a bit.,social_interaction,0.0955,0.4425,0.347,yes,16,5,no,REFLECTIVE
t0010@sreflect,5.0,2024-03-08,You're embracing more face-to-face chats lately. What's one surprising insight you've gained from this change in your social habits?,I spent more time teaching the post-bac today and I think it went well.,social_interaction,-0.0179,0.5228,0.5407,yes,16,8,no,REFLECTIVE
t0010@sreflect,5.0,2024-03-11,You're spending less time on in-person talks but more on calls. How's this change shaping your daily interactions?,"I've got a lot of work to get done, so probably good that I'm not chatting all day long. Had some surgeries to get done today, so that was a while on my own. Today just felt like a quiet day, less people at work.",digital_habits,-0.2932,-0.1615,0.1317,no,5,0,no,REFLECTIVE
t0010@sreflect,6.0,2024-03-13,Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.,"I think I've been using tiktok more before bed. should probably wind down with a book instead, would be better for me.",digital_habits,-0.2688,-0.2723,-0.0034,yes,5,2,no,REDIRECTIVE
t0011@sreflect,1.0,2024-02-06,"It seems your screen time has gone down recently. How do you feel about the digital space you've reclaimed, and what did you do with that extra time?","I've had a nice relaxing day in which I could finish some outstanding tasks around the apartment, and was able to finish a Lego project",digital_habits,0.0,0.0,0.0,no,5,0,yes,REFLECTIVE
t0011@sreflect,1.0,2024-02-08,"Noticing a hike in social app usage, how have these platforms helped or distracted from your academic goals?","distracted, as I was studying for an exam. But social media is the only way to talk to my wife, so it was planned and I don't mind at all",digital_habits,-0.4823,-0.4572,0.0251,no,5,2,no,REFLECTIVE
t0011@sreflect,1.0,2024-02-09,Your frequent spots have changed recently. Reflect on your favorite new find and what it adds to your day.,"It is not a new find, nor a daily thing to go to, it does not add anything to my normal day, but I did have fun today",physical_fitness,-0.0905,-0.0777,0.0127,yes,5,1,no,REFLECTIVE
t0011@sreflect,1.0,2024-02-12,Reflect on a digital break you took this past week. How did reducing screen time help you recharge?,"I don't feel like using my phone a bit less actually did help me recharge, I mean, I guess I did but I don't feel the two are related to each other.",digital_habits,-0.4572,-0.1204,0.3368,no,5,0,no,REFLECTIVE
t0011@sreflect,1.0,2024-02-12,"Noticing longer but fewer in-person chats recently, what's one deep conversation that sparked joy or insight for you?","I don't feel like using my phone a bit less actually did help me recharge, I mean, I guess I did but I don't feel the two are related to each other.",social_interaction,-0.1885,-0.2678,-0.0793,no,16,1,no,REFLECTIVE
t0011@sreflect,2.0,2024-02-13,"Your screen time and app use have climbed! Reflecting on this, which app might you cut back on to reclaim some headspace?","I don't feel like I need to cut back on any app to ""reclaim headspace""",digital_habits,-0.3175,-0.1946,0.1229,no,5,1,no,REDIRECTIVE
t0011@sreflect,2.0,2024-02-19,Your increase in screen time suggests a digital-heavy routine. How might balancing online and offline activities improve your day?,"I use my online 'activities' to communicate with my loved ones, I don't really feel like I need to rebalance anything in that regard",digital_habits,-0.3285,-0.3543,-0.0259,yes,5,3,no,REDIRECTIVE
t0011@sreflect,3.0,2024-02-26,You've been shifting to more in-person chats lately. How has this affected your connections and digital habits?,"I don't think it has effected my digital habits, but I do enjoy connecting with people more in person",social_interaction,-0.2268,-0.2613,-0.0345,no,16,1,no,REFLECTIVE
t0011@sreflect,4.0,2024-02-29,"Noticing a decrease in your phone interactions and an upswing in face-to-face conversations, what new insights have you gained about balancing your tech use with social connection?",There's no new insight. just normal day to day fluctuations,digital_habits,-0.075,-0.361,-0.286,yes,5,3,no,REFLECTIVE
t0011@sreflect,5.0,2024-03-08,"Your in-person chats have grown though less frequent, any insightful encounters sparking joy lately?",I flagged down a few friends to do an activity later this weekend. It is nice to see people being happy for being included,social_interaction,-0.1208,-0.2827,-0.1619,no,16,1,no,REFLECTIVE
t0011@sreflect,5.0,2024-03-11,Your phone unlocks have gone down recently. How might this be influencing your daily routine and interactions?,It doesn't. there is no notable difference to talk about,digital_habits,-0.5567,-0.1073,0.4495,no,5,0,no,REFLECTIVE
t0011@sreflect,6.0,2024-03-16,Your phone unlocks have gone down recently. How might this be influencing your daily routine and interactions?,"It is actually the other way around. my daily routine has completely changed due to being on a holiday, and enjoying my time connecting with people in person who I would normally interact with digitally. This has resulted in less phone usage",digital_habits,-0.3037,0.0169,0.3206,no,5,1,no,REFLECTIVE
t0012@sreflect,1.0,2024-02-06,"Though your screen time is down, consider the impact of less digital interaction on your overall well-being. How might you balance online and offline activities tomorrow?","Since I watch youtube videos too long, I might consider blocking the app. This has worked for several days, but I would get back to the app shortly. A better approach could be setting a time for myself dedicated to work and using the app for a limited amount of time.",digital_habits,0.0,0.0,0.0,no,5,0,yes,REDIRECTIVE
t0012@sreflect,1.0,2024-02-07,"Though your screen time is down, consider the impact of less digital interaction on your overall well-being. How might you balance online and offline activities tomorrow?",go to library and find a place where I can focus solely on my work,digital_habits,-0.9271,-0.1326,0.7944,no,5,0,no,REDIRECTIVE
t0012@sreflect,1.0,2024-02-12,You're upping your text game! How do you feel about the shift from calls to texts for staying in touch?,I don't think texting has increased lately. I usually prefer calls,digital_habits,-0.2742,-0.0834,0.1909,no,5,1,no,REFLECTIVE
t0012@sreflect,2.0,2024-02-14,You're reaching out through texts more often now. Reflect on how swapping in-person chats for digital messages has affected your day?,it's been a pretty relaxing day without too much pressure to socialize,digital_habits,-0.2234,-0.1677,0.0557,no,5,2,no,REFLECTIVE
t0012@sreflect,2.0,2024-02-18,"Lately, your digital exchanges are on the upswing. Can you share how this has impacted your daily routine or study habits?","not much to be honest, I've been spending more time in the library and made more progress on my work lately",digital_habits,-0.1677,-0.1081,0.0596,no,5,3,no,REFLECTIVE
t0012@sreflect,3.0,2024-02-21,Your gym time is up! How has that influenced your study time or relaxation moments?,"I didn't go to gym today, I spent all my day in my apartment lobby doing work.",physical_fitness,-0.0238,0.0518,0.0756,yes,5,2,no,REFLECTIVE
t0012@sreflect,4.0,2024-02-28,Your call activity is up. Reflect on how increased phone conversations have enhanced your connection with friends and family this term.,"I have met a few friends in the past few days, and it helped me think about things that I don't usually contemplate or reflect on; for example, life in campuses in california and how it compares to mine.",digital_habits,-0.4212,-0.6351,-0.214,yes,5,3,no,REFLECTIVE
t0012@sreflect,4.0,2024-02-29,You seem to be embracing more face-to-face chats and gym time. How are these choices enriching your day?,"It's fun to have time outside of work to have chats and do exercises, but it's counterproductive when that time gets too long and I spend too much energy on leisures",digital_habits,-0.4534,-0.5308,-0.0774,yes,5,2,no,REFLECTIVE
t0013@sreflect,1.0,2024-02-08,"Reflecting on your digital leaps, could a new app or habit be eating into your sleep routine?","Yeah, I keep scrolling on my phone before sleeping or applying to jobs instead of sleeping intentionally so that is eating into my sleep time. I don't have an existing routine that I follow before sleeping. I need to establish a routine.",sleep,3.5633,-0.2087,-3.772,no,1,0,no,REDIRECTIVE
t0013@sreflect,1.0,2024-02-09,Seems like your phone's become quieter recently. How do you plan to re-engage with your social circle today?,"I didn't have my phone on me the entire day, that's why it's been quieter. I have been in social company all day today, it was a great day. I had good lunch with friends (bunked my ML class), had desert in a park, took some photos, used a swing, got selected for the next round of a fellowship application, ate ice cream made from nitrogen, ran on the ice ina  race, met for a project, danced in a computer lab, played bingo, sang in a bus and started watching a new Korean show.  Today was eventful.",social_interaction,0.0894,-0.169,-0.2584,no,16,3,no,REDIRECTIVE
t0013@sreflect,2.0,2024-02-13,"Your walking and gym time has decreased, yet travel has climbed. Could a new hobby explain this shift? How might it be reshaped for fitness?","Not really, it's because of taking the bus more or.moving to a lot of locations within a building that are close by. I don't think it has any actual effects on my fitness",physical_fitness,0.2703,0.3797,0.1095,yes,5,2,no,REDIRECTIVE
t0013@sreflect,3.0,2024-02-25,Your in-person conversations are on the rise! Reflect on how these face-to-face interactions last week have enriched your social circles or study groups.,My boyfriend leaving after his visit was particularly painful for me. I had so much work going on which I thought was energizing me but I was doing very little towards things that actually mattered. I don't know if I'm still out of the difficult period but I have been taking on more and more work to fill my time,social_interaction,-0.1269,0.0394,0.1663,yes,16,6,no,REFLECTIVE
t0013@sreflect,4.0,2024-02-28,Your phone unlocks have gone up recently. Could this be affecting your sleep? What changes might improve your rest tonight?,"I was carrying my phone in my hand a lot today, so the phone kept getting unlocked. I have been connected to friends in other places more recently through my phone. No effect on sleep. My sleep is erratic because of workload and finals week. Lesser distractions, meetings and working with more focus can improve time management and probably increase rest time",sleep,-0.8854,-0.4844,0.401,yes,1,1,no,REDIRECTIVE
t0014@sreflect,2.0,2024-02-14,"With a dip in hangouts and walks, what's one indoor activity that boosted your spirits recently?","I was inside tonight, watching Rocky horror picture show at a local theatre place. I sat with some friends at the show, and a bunch of other people of that I knew were also there. it was a great time and I got to learn some of the call and response bits of audience participation that I hadn't learned before. it's always fun to just be a little queer and have some wonderful community to hang out with.",physical_fitness,-0.3629,-0.3629,0.0,no,5,0,no,REFLECTIVE
t0014@sreflect,2.0,2024-02-16,Those upticks in messages you've been sending – sounds like you're sparking more dialogues. Which conversation lately has been particularly meaningful for you?,"I have been chatting with two friends from college who have helped me draft a petition for my undergraduate advisor. he was rejected tenure for political reasons, so we came together to write a petition and organized over 100 signatures from his former students. it's been meaningful for me to be a part of something that, even if it doesn't do anything, at least shows that we will not stay silent in the face of adversity.",social_interaction,0.3198,-0.0419,-0.3617,no,16,4,no,REFLECTIVE
t0014@sreflect,2.0,2024-02-16,"With SMS and screen time up, what's one convo that stands out today and why?","I have been chatting with two friends from college who have helped me draft a petition for my undergraduate advisor. he was rejected tenure for political reasons, so we came together to write a petition and organized over 100 signatures from his former students. it's been meaningful for me to be a part of something that, even if it doesn't do anything, at least shows that we will not stay silent in the face of adversity.",digital_habits,0.0336,1.2442,1.2106,no,5,0,no,REFLECTIVE
t0014@sreflect,2.0,2024-02-18,Your walks are longer lately; how does that resonate with your mood and social interactions?,"it does a bit, I've been trying to make sure to get outside so that I can clear my thought and move around, which is always good for my mental health. some of it's actually been skiing, the winter has been really bad, but we've had a little bit of snow so I tried to cross country ski when I can. any day outside is a good day for me, and it helps me clear my thoughts too so I try to do that as much as I can.",physical_fitness,-0.3629,-0.1935,0.1694,yes,5,3,no,REFLECTIVE
t0014@sreflect,2.0,2024-02-19,"As you're visiting more places, how has the change of scenery impacted your day?","The change of scene is been good. I got to interact with a new group of people today, there is a meeting of the local leftist organization, so I stopped by to see what they were about and got to hang out with my friends who were there. The change of scenery has been good because it's nice to interact with different people and shake things up every once in a while. I'm hoping to keep doing that because it's nice connecting with different groups of people and making sure things aren't repetitive",digital_habits,1.3991,1.7276,0.3285,no,5,1,no,REFLECTIVE
t0014@sreflect,3.0,2024-02-22,Exploring new places can be refreshing. Have they inspired any new social interactions or hobbies?,"exploring new places inspired a very good date that I went on today. we explored a little fire tower at a state park in Vermont, and watch the sunset. we also walked a dog which is very cute. it was very refreshing to explore a new place, and it also made the date very fun and spontaneous",social_interaction,0.431,0.6567,0.2258,yes,16,4,no,REFLECTIVE
t0014@sreflect,3.0,2024-02-22,You're texting more but spending less time on calls. How does messaging align with your current social preferences?,"exploring new places inspired a very good date that I went on today. we explored a little fire tower at a state park in Vermont, and watch the sunset. we also walked a dog which is very cute. it was very refreshing to explore a new place, and it also made the date very fun and spontaneous",digital_habits,1.6082,1.4304,-0.1778,yes,5,2,no,REFLECTIVE
t0014@sreflect,3.0,2024-02-26,Noticed you're favoring real chats over calls. How has this reshaped your social interactions?,"it's been really good. I always do better with face to face interactions, because it's nice to just get to know someone that's sitting in front of you. I've had good discussions this weekend with friends , nice interactions with union folks in person as well, and interactions with someone that I'm sort of dating. overall, the in-person thing has been good because I don't like relying on technology. too much all the time.",digital_habits,1.4304,1.7705,0.3401,no,5,1,no,REFLECTIVE
t0014@sreflect,4.0,2024-02-29,"Noticing a shift towards texting, what specific advantages does this have for you compared to calls or in-person chats?","I have still been texting the person I've started seeing. we've been texting waaaay too much, but it's also been so wonderful to be into someone as much as they are into me. the texting keeps the flames alive while we navigate our busy schedules and seeing each other.",digital_habits,1.4775,1.1547,-0.3228,yes,5,4,no,REFLECTIVE
t0014@sreflect,4.0,2024-03-04,You're visiting more places but spending less time in conversation. How might this shape your social interactions moving forward?,"I have been visiting places to do different chores the past couple of days, and I had my phone away for some of it while I talked to people. I feel like this hasn't shaped my social interactions too much, since I've been having very fulfilling conversations. though, I have been having them with various different groups, so that is new",social_interaction,-0.0238,0.0297,0.0535,yes,16,4,no,REFLECTIVE
t0014@sreflect,5.0,2024-03-06,You're visiting more places but spending less time in conversation. How might this shape your social interactions moving forward?,"going for it. I don't really think this will change anything about my social interactions, I just went through a period where a lot of my friends are busy and finals and stuff, and I've been busy as well. but spring break is coming up over these next couple of weeks. so I might be having more intense conversations with fewer friends as I go visit them and different places",social_interaction,0.0123,-0.1226,-0.1349,no,16,2,no,REFLECTIVE
t0014@sreflect,5.0,2024-03-11,You've been engaging more in walking and visiting new places. How did exploring different settings impact your mood last week?,"I have visited new places because I went to Montreal and a little trip and I needed to visit my advisor in Colorado this week, explain different settings was a great impact on my mood, it's so fun getting out of the Dartmouth and just exploring real world and seeing what's up. My mood has been amazing this week, even if I've been a little tired from sleep deprivation",physical_fitness,0.2332,0.1189,-0.1143,no,5,1,no,REFLECTIVE
t0015@sreflect,1.0,2024-02-09,Reflect on one positive thing that brings you comfort before sleep. How can you include it in your nightly routine?,Listening to classical musics before sleep brings me comfort. Probably I think I can try to do it everyday to ease stress.,sleep,3.2249,1.0445,-2.1805,no,1,0,no,REDIRECTIVE
t0015@sreflect,1.0,2024-02-13,Your call patterns are up; any conversations lately that brought a smile to your face? How can you have more of those moments?,"I don't think there was a certain conversation that brought any smile on my face today because I spent this whole day studying. However, I am planning to engage in social life tomorrow",social_interaction,0.0137,0.302,0.2882,yes,16,5,no,REDIRECTIVE
t0015@sreflect,1.0,2024-02-14,You're exploring more new places lately! How does discovering new spots around campus shape your day?,it helps me to connect with new people and enjoy some comfort from academic life.,physical_fitness,0.5743,-0.2084,-0.7827,no,5,1,no,REFLECTIVE
t0015@sreflect,2.0,2024-02-18,"Lately, you've been more walkative than usual! How does this uptick in perambulation serve you?",I feel more relaxed exploring new places while refreshing my mind,physical_fitness,-0.2084,0.1468,0.3552,yes,5,2,no,REFLECTIVE
t0015@sreflect,2.0,2024-02-20,"Your in-person chatter has spiked, which is fab! How has this shift to face-to-face impacted your daily vibe and connections?",That made my day. I believe that a day wasted on others is not wasted at all. I am going to try to do even better tomorrow,social_interaction,0.1601,0.034,-0.126,no,16,5,no,REFLECTIVE
t0015@sreflect,4.0,2024-03-04,Noticing more screen time lately? How could adjusting this impact your sleep and in-person conversations?,I need to reduce my screen time to engage more with my friends and be more productive.,sleep,-0.7601,-1.0107,-0.2506,no,1,0,no,REDIRECTIVE
t0015@sreflect,5.0,2024-03-08,Noticing more screen time lately? How could adjusting this impact your sleep and in-person conversations?,Reduce screen time to connect with my friends. I think this would also enhance my sleep,sleep,-1.0107,-0.5596,0.4511,yes,1,1,no,REDIRECTIVE
t0016@sreflect,3.0,2024-02-27,"Reflecting on your mobile data, you've embraced more in-person chats. What's an enriching conversation you've had recently?","I talked a lot about fat biking today,  which was fun to discuss",digital_habits,-0.2208,-0.3987,-0.178,yes,5,3,no,REFLECTIVE
t0016@sreflect,4.0,2024-03-03,"In light of the vibrant in-person conversations you've had, how has this shift in socializing enhanced your feeling of connectedness?",seeing friends from 30 years ago truly makes me feel like myself more than anything else in the world.,social_interaction,0.4138,-0.0174,-0.4312,no,16,1,no,REFLECTIVE
t0017@sreflect,2.0,2024-02-20,"Reflecting on the upward trend in your social interactions, how have these conversations and meet-ups enriched your day?","Some conversations with my lab mates and family have been helpful and nicely distracting from my own problems. However, some conversations have left me with a very difficult decision regarding financial matters. I need to consult a few more people before I make a decision.",social_interaction,0.0,0.0,0.0,no,16,0,yes,REFLECTIVE
t0017@sreflect,2.0,2024-02-22,"While your phone has become more of a bystander, you've been navigating the world differently. What changes have sparked the increased real-world adventures you're on?",The only adventure I'm on right now is navigating the advance transit system from Lebanon to West Lebanon. And this is due to my car being damaged in an accident. I've been travelling up and down to get it checked out in different garages and try to diagnose what the problem is.,digital_habits,-0.1124,0.0535,0.1659,no,5,2,no,REFLECTIVE
t0017@sreflect,2.0,2024-02-23,Your brisk decrease in walk time is balanced by more in-person chats. How are these conversations enriching your day?,They are okay I suppose. I need to start doing more physical activities though. The in-person conversations are better than the online ones and they are my preferred method of communication. It's been more of that today because I was at home instead of College.,physical_fitness,-0.2481,-0.359,-0.1108,no,5,0,no,REFLECTIVE
