uid,day,prompt,category
t0013@sreflect,2024-02-25 11:34:55.834,Which recent event tested your resilience and what strength did you discover about yourself in the process? Keep harnessing that inner power!,social_interaction
t0013@sreflect,2024-02-25 11:34:55.834,Which recent event tested your resilience and what strength did you discover about yourself in the process? Keep harnessing that inner power!,social_interaction
t0018@sreflect,2024-02-25 14:17:14.756,"Reflect on a lecture that stuck with you this week and how it impacted your perspective or academic approach. Thank you for sharing, keep exploring!",digital_habits
t0018@sreflect,2024-02-25 14:17:14.756,"Reflect on a lecture that stuck with you this week and how it impacted your perspective or academic approach. Thank you for sharing, keep exploring!",digital_habits
t0018@sreflect,2024-02-25 14:17:14.756,"Reflect on a lecture that stuck with you this week and how it impacted your perspective or academic approach. Thank you for sharing, keep exploring!",digital_habits
t0016@sreflect,2024-02-25 20:30:00.216,"Seeing more calls but less screen time, how are you adapting your fitness routine around these changing social habits?",digital_habits
t0016@sreflect,2024-02-25 20:30:00.216,You're connecting more over calls. How does this affect your fitness routine and downtime each day?,digital_habits
t0016@sreflect,2024-02-25 20:30:00.216,"Seeing more calls but less screen time, how are you adapting your fitness routine around these changing social habits?",digital_habits
t0003@sreflect,2024-02-25 21:06:11.213,Your call and message logs show less reaching out. How can you maintain your social ties this week?,social_interaction
t0003@sreflect,2024-02-25 21:06:11.213,Your recent phone and SMS activity has dipped. Can you think of a person who uplifted your spirits lately? How about reaching out to them this week?,social_interaction
t0003@sreflect,2024-02-25 21:06:11.213,Your call and message logs show less reaching out. How can you maintain your social ties this week?,social_interaction
t0004@sreflect,2024-02-25 21:04:37.084,Your phone unlocks are down from last week. How has this shift impacted your focus or free time?,digital_habits
t0004@sreflect,2024-02-25 21:04:37.084,"Your call activity's up, but face-to-face and sleep have dipped. Next week, how might you balance social calls with rest and direct chats?",digital_habits
t0004@sreflect,2024-02-25 21:04:37.084,Your phone unlocks are down from last week. How has this shift impacted your focus or free time?,digital_habits
t0005@sreflect,2024-02-25 21:01:49.204,You've embraced more running lately. How has this energized you or fit into your routine?,physical_fitness
t0005@sreflect,2024-02-25 21:01:49.204,You've been hitting the pavement with more runs lately. How does this complement your week and mood?,physical_fitness
t0005@sreflect,2024-02-25 21:01:49.204,You've embraced more running lately. How has this energized you or fit into your routine?,physical_fitness
t0019@sreflect,2024-02-25 21:03:22.996,You're connecting more via SMS but less in person. Consider how this shift is influencing your social well-being.,social_interaction
t0019@sreflect,2024-02-25 21:03:22.996,Noticed you're texting more these days. How's this shift affecting your connections and feelings?,social_interaction
t0019@sreflect,2024-02-25 21:03:22.996,You're connecting more via SMS but less in person. Consider how this shift is influencing your social well-being.,social_interaction
t0006@sreflect,2024-02-25 21:09:18.756,"Your social interactions over calls have shifted. This week, who did you enjoy a meaningful conversation with, and why was it special?",social_interaction
t0006@sreflect,2024-02-25 21:09:18.756,Lengthening sleep might suggest you're recharging well. What bedtime routine do you find conducive to rest?🌙✨,sleep
t0006@sreflect,2024-02-25 21:09:18.756,"Your social interactions over calls have shifted. This week, who did you enjoy a meaningful conversation with, and why was it special?",social_interaction
t0009@sreflect,2024-02-25 21:13:14.273,Your digital habits have improved. Noticed any changes in your sleep with more screen-free time before bed?,sleep
t0009@sreflect,2024-02-25 21:13:14.273,Reflect on a positive habit you've maintained despite the busy academic term. How does it benefit your daily life?,physical_fitness
t0009@sreflect,2024-02-25 21:13:14.273,Your digital habits have improved. Noticed any changes in your sleep with more screen-free time before bed?,sleep
t0020@sreflect,2024-02-25 21:20:13.857,Seems like you're finding more reasons to stay put these days. What's one thing you did during your extra time at the dorm that felt rewarding?,sleep
t0020@sreflect,2024-02-25 21:20:13.857,"You've been walking more recently! Could this be affecting your sleep patterns, and are there ways you might combine walking with socializing?",sleep
t0020@sreflect,2024-02-25 21:20:13.857,Seems like you're finding more reasons to stay put these days. What's one thing you did during your extra time at the dorm that felt rewarding?,sleep
t0022@sreflect,2024-02-25 21:03:36.198,You've been visiting more places recently. How have these outings impacted your stress levels and sense of connection?,social_interaction
t0022@sreflect,2024-02-25 21:03:36.198,You've been walking more lately. What's prompting this uptick and how are you finding it?,physical_fitness
t0022@sreflect,2024-02-25 21:03:36.198,You've been visiting more places recently. How have these outings impacted your stress levels and sense of connection?,social_interaction
t0002@sreflect,2024-02-25 21:17:40.654,You've been favoring texts over face-to-face chats. In what ways has this shift made your conversations more meaningful or perhaps less engaging this past week?,social_interaction
t0002@sreflect,2024-02-25 21:17:40.654,Your increasing SMS messages suggest more digital chats. Consider the tone and depth of these conversations compared to speaking face-to-face. How do they differ?,digital_habits
t0002@sreflect,2024-02-25 21:17:40.654,You've been favoring texts over face-to-face chats. In what ways has this shift made your conversations more meaningful or perhaps less engaging this past week?,social_interaction
t0007@sreflect,2024-02-25 21:20:00.164,Your screen time and social apps use have lessened recently. Got any cool hobbies that have taken their place? How do they fulfill you?,digital_habits
t0007@sreflect,2024-02-25 21:20:00.164,"While your screen time has been dipping, reflect on the shift in your digital habits over the week. Has it affected your focus or free time?",digital_habits
t0007@sreflect,2024-02-25 21:20:00.164,Your screen time and social apps use have lessened recently. Got any cool hobbies that have taken their place? How do they fulfill you?,digital_habits
t0008@sreflect,2024-02-25 21:42:08.520,You've been hitting the pavement hard with runs lately! In what ways has that time outdoors rejuvenated you?,physical_fitness
t0008@sreflect,2024-02-25 21:42:08.520,"Your increased running might be refreshing! What's a new place you've discovered on your runs, and how did it lift your spirits?",physical_fitness
t0008@sreflect,2024-02-25 21:42:08.520,You've been hitting the pavement hard with runs lately! In what ways has that time outdoors rejuvenated you?,physical_fitness
t0010@sreflect,2024-02-25 21:36:58.940,You're texting more and calling less – how has this shift affected your ability to express yourself and maintain relationships last week?,digital_habits
t0010@sreflect,2024-02-25 21:36:58.940,Noticed your screen time has gone down while texting went up. Could you be swapping calls for messages? How's that affecting your connections?,digital_habits
t0010@sreflect,2024-02-25 21:36:58.940,You're texting more and calling less – how has this shift affected your ability to express yourself and maintain relationships last week?,digital_habits
t0013@sreflect,2024-02-25 22:26:58.611,Your in-person conversations are on the rise! Reflect on how these face-to-face interactions last week have enriched your social circles or study groups.,social_interaction
t0013@sreflect,2024-02-25 22:26:58.611,"Your in-person chats are up, while digital comms dip. How are you redefining your social connections? What's one interaction that stood out?",social_interaction
t0013@sreflect,2024-02-25 22:26:58.611,Your in-person conversations are on the rise! Reflect on how these face-to-face interactions last week have enriched your social circles or study groups.,social_interaction
t0017@sreflect,2024-02-25 23:48:09.306,"While your social interactions are blossoming, how could tweaking your digital habits enhance your physical and mental well-being next week?",social_interaction
t0017@sreflect,2024-02-25 23:48:09.306,Your growing digital habits coincide with less rest. Imagine the benefits of unplugging an hour earlier tonight. How could this shape tomorrow?,sleep
t0017@sreflect,2024-02-25 23:48:09.306,"While your social interactions are blossoming, how could tweaking your digital habits enhance your physical and mental well-being next week?",social_interaction
t0018@sreflect,2024-02-26 12:48:13.354,"Considering your sleep pattern is changing, what evening routine might help prep for a more restful night?",sleep
t0018@sreflect,2024-02-26 12:48:13.354,"Considering your sleep pattern is changing, what evening routine might help prep for a more restful night?",sleep
t0018@sreflect,2024-02-26 12:48:13.354,"Considering your sleep pattern is changing, what evening routine might help prep for a more restful night?",sleep
t0016@sreflect,2024-02-26 20:05:00.588,Your places visited upticked—any new spots inspire you or shake up your routine?,physical_fitness
t0016@sreflect,2024-02-26 20:05:00.588,Noticed a drop in walking but travel distance up. What new locations sparked your interest and how did exploring them feel?,physical_fitness
t0016@sreflect,2024-02-26 20:05:00.588,Your places visited upticked—any new spots inspire you or shake up your routine?,physical_fitness
t0002@sreflect,2024-02-26 21:15:24.408,Your screen time has spiked while social app interaction dipped. Could tweaking your digital habits enhance your overall wellness next week?,digital_habits
t0002@sreflect,2024-02-26 21:15:24.408,"As you've been spending more time solo, what's one positive aspect about this you've recently discovered?",social_interaction
t0002@sreflect,2024-02-26 21:15:24.408,Your screen time has spiked while social app interaction dipped. Could tweaking your digital habits enhance your overall wellness next week?,digital_habits
t0003@sreflect,2024-02-26 21:12:34.028,"Seeing more incoming calls lately, what new connections have you made, and how has this affected your daily routine?",digital_habits
t0003@sreflect,2024-02-26 21:12:34.028,Noticed you're spending more time at home. How might your space be rearranged to add a dash of joy today?,digital_habits
t0003@sreflect,2024-02-26 21:12:34.028,"Seeing more incoming calls lately, what new connections have you made, and how has this affected your daily routine?",digital_habits
t0004@sreflect,2024-02-26 21:02:21.407,Your in-person social interactions are blossoming! How do you feel these quality connections contrast with digital chatting?,social_interaction
t0004@sreflect,2024-02-26 21:02:21.407,You're spending more time in-person and less on calls. How are these deeper connections enriching your days?,digital_habits
t0004@sreflect,2024-02-26 21:02:21.407,Your in-person social interactions are blossoming! How do you feel these quality connections contrast with digital chatting?,social_interaction
t0007@sreflect,2024-02-26 21:05:06.071,"Noticing your in-person interactions have dwindled, how might you reconnect with friends this coming week?",social_interaction
t0007@sreflect,2024-02-26 21:05:06.071,"Noticed your chats and gym trips have dipped. What new, light activity might you enjoy to refresh your day?",physical_fitness
t0007@sreflect,2024-02-26 21:05:06.071,"Noticing your in-person interactions have dwindled, how might you reconnect with friends this coming week?",social_interaction
t0011@sreflect,2024-02-26 21:02:14.148,You've been shifting to more in-person chats lately. How has this affected your connections and digital habits?,social_interaction
t0011@sreflect,2024-02-26 21:02:14.148,You've been having more in-person chats lately. How do these interactions enrich your day compared to digital ones?,digital_habits
t0011@sreflect,2024-02-26 21:02:14.148,You've been shifting to more in-person chats lately. How has this affected your connections and digital habits?,social_interaction
t0015@sreflect,2024-02-26 21:30:41.437,Your walking has been on the rise. How might incorporating this into your daily routine support your sleep and overall mood?,physical_fitness
t0015@sreflect,2024-02-26 21:30:41.437,You're texting more yet spending less time in-person. Could you try replacing some texts with calls this week and see how it shifts your mood?,digital_habits
t0015@sreflect,2024-02-26 21:30:41.437,Your walking has been on the rise. How might incorporating this into your daily routine support your sleep and overall mood?,physical_fitness
t0019@sreflect,2024-02-26 21:31:49.095,Reflect on your recent outdoor ventures; how are they enriching your fitness and social experiences?,digital_habits
t0019@sreflect,2024-02-26 21:31:49.095,Exploring new places can be refreshing. How did visiting more locations recently affect your day?,digital_habits
t0019@sreflect,2024-02-26 21:31:49.095,Reflect on your recent outdoor ventures; how are they enriching your fitness and social experiences?,digital_habits
t0020@sreflect,2024-02-26 21:16:32.322,"Your interactions have dipped recently. Can you think of one person you've wanted to reconnect with, and how might you reach out to them this week?",social_interaction
t0020@sreflect,2024-02-26 21:16:32.322,Your sleep pattern has shifted recently. Could this change be affecting your daytime energy and focus?,sleep
t0020@sreflect,2024-02-26 21:16:32.322,"Your interactions have dipped recently. Can you think of one person you've wanted to reconnect with, and how might you reach out to them this week?",social_interaction
t0005@sreflect,2024-02-26 21:17:10.305,You seem quieter on calls and texts lately. Could a catch-up with friends bring some cheer?,social_interaction
t0005@sreflect,2024-02-26 21:17:10.305,"With your social interactions on the wane, think of someone who you're thankful to have in your life and why.",social_interaction
t0005@sreflect,2024-02-26 21:17:10.305,You seem quieter on calls and texts lately. Could a catch-up with friends bring some cheer?,social_interaction
t0006@sreflect,2024-02-26 21:13:46.736,"Your social interactions over calls have shifted. This week, who did you enjoy a meaningful conversation with, and why was it special?",social_interaction
t0006@sreflect,2024-02-26 21:13:46.736,"Today, can you recount one thing you're grateful for that might seem small but made your day brighter?",sleep
t0006@sreflect,2024-02-26 21:13:46.736,"Your social interactions over calls have shifted. This week, who did you enjoy a meaningful conversation with, and why was it special?",social_interaction
t0008@sreflect,2024-02-26 21:50:30.188,"Noticing your in-person conversations are up while digital chats are down, what's positively sparked this shift for socializing offline?",social_interaction
t0008@sreflect,2024-02-26 21:50:30.188,failure,social_interaction
t0008@sreflect,2024-02-26 21:50:30.188,"Noticing your in-person conversations are up while digital chats are down, what's positively sparked this shift for socializing offline?",social_interaction
t0010@sreflect,2024-02-26 21:12:53.344,You've notably increased your running recently. How does that align with your physical fitness goals and make you feel?,physical_fitness
t0010@sreflect,2024-02-26 21:12:53.344,You've been running more lately. How has this change impacted your routine and energy levels?,physical_fitness
t0010@sreflect,2024-02-26 21:12:53.344,You've notably increased your running recently. How does that align with your physical fitness goals and make you feel?,physical_fitness
t0014@sreflect,2024-02-26 21:52:25.638,Noticed you're favoring real chats over calls. How has this reshaped your social interactions?,digital_habits
t0014@sreflect,2024-02-26 21:52:25.638,"With in-person conversations up, how has this shift impacted your mood and connections?",social_interaction
t0014@sreflect,2024-02-26 21:52:25.638,Noticed you're favoring real chats over calls. How has this reshaped your social interactions?,digital_habits
t0022@sreflect,2024-02-26 21:40:09.154,"Your screen interactions have remained stable, but sleep has shifted. Could altering bedtime routines improve your rest?",sleep
t0022@sreflect,2024-02-26 21:40:09.154,"Given you've been spending more time at the dorm, what new solo activities have you tried, and how have they impacted your daily routine?",physical_fitness
t0022@sreflect,2024-02-26 21:40:09.154,"Your screen interactions have remained stable, but sleep has shifted. Could altering bedtime routines improve your rest?",sleep
t0009@sreflect,2024-02-26 21:47:07.627,Increasing phone interactions reflect a boost in your social life! How are they enriching your daily routine?,digital_habits
t0009@sreflect,2024-02-26 21:47:07.627,You've been reaching out more through calls and texts lately. How have these interactions influenced your daily routine?,digital_habits
t0009@sreflect,2024-02-26 21:47:07.627,Increasing phone interactions reflect a boost in your social life! How are they enriching your daily routine?,digital_habits
t0012@sreflect,2024-02-26 22:11:35.482,You've boosted your gym time lately. How does integrating more workouts influence your daily energy and focus?,physical_fitness
t0012@sreflect,2024-02-26 22:11:35.482,"Your walks have picked up pace! Why did you choose to walk more, and how did it affect your day?",physical_fitness
t0012@sreflect,2024-02-26 22:11:35.482,You've boosted your gym time lately. How does integrating more workouts influence your daily energy and focus?,physical_fitness
t0017@sreflect,2024-02-27 08:43:14.029,"Noticing less time on your phone lately, how could this new space impact your sleep and physical activity positively?",digital_habits
t0017@sreflect,2024-02-27 08:43:14.029,"Noticing less time on your phone lately, how could this new space impact your sleep and physical activity positively?",digital_habits
t0017@sreflect,2024-02-27 08:43:14.029,"Noticing less time on your phone lately, how could this new space impact your sleep and physical activity positively?",digital_habits
t0022@sreflect,2024-02-27 20:12:47.190,Has connecting more through digital means than in-person conversations changed your outlook or comfort levels recently?,social_interaction
t0022@sreflect,2024-02-27 20:12:47.190,"Your increased dorm time and less in-person chatter could mean more solo moments. How can you integrate brief, quality social breaks into your daily routine?",social_interaction
t0022@sreflect,2024-02-27 20:12:47.190,Has connecting more through digital means than in-person conversations changed your outlook or comfort levels recently?,social_interaction
t0018@sreflect,2024-02-27 20:18:06.414,"Your sleep patterns have been shifting. Could a new night ritual be the cause, and how does it reflect in your daytime energy?",sleep
t0018@sreflect,2024-02-27 20:18:06.414,"Reflect on a new habit you could adopt for more refreshing mornings, given the changes in your sleep patterns.",sleep
t0018@sreflect,2024-02-27 20:18:06.414,"Your sleep patterns have been shifting. Could a new night ritual be the cause, and how does it reflect in your daytime energy?",sleep
t0002@sreflect,2024-02-27 21:07:08.729,Take a moment to name one thing you did for yourself today that felt nurturing.,sleep
t0002@sreflect,2024-02-27 21:07:08.729,You've been visiting more places lately. Reflect on how this change has influenced your social interactions and mood.,social_interaction
t0002@sreflect,2024-02-27 21:07:08.729,Take a moment to name one thing you did for yourself today that felt nurturing.,sleep
t0004@sreflect,2024-02-27 21:01:44.440,You've been walking more lately! How does this boost in physical activity affect your daily energy levels?,physical_fitness
t0004@sreflect,2024-02-27 21:01:44.440,"Despite spending more time at your dorm, it seems like you're walking more. What recent changes have prompted this positive shift?",physical_fitness
t0004@sreflect,2024-02-27 21:01:44.440,You've been walking more lately! How does this boost in physical activity affect your daily energy levels?,physical_fitness
t0006@sreflect,2024-02-27 21:20:40.756,"With your screen time on the rise, reflect on one recent online interaction that made your day better.",sleep
t0006@sreflect,2024-02-27 21:20:40.756,Noticing more strolls lately—how has the fresh air and movement shifted your day-to-day mood?,physical_fitness
t0006@sreflect,2024-02-27 21:20:40.756,"With your screen time on the rise, reflect on one recent online interaction that made your day better.",sleep
t0016@sreflect,2024-02-27 21:02:26.326,"Reflecting on your mobile data, you've embraced more in-person chats. What's an enriching conversation you've had recently?",digital_habits
t0016@sreflect,2024-02-27 21:02:26.326,You're vibing more in person lately! How has this shift impacted your wellness?,physical_fitness
t0016@sreflect,2024-02-27 21:02:26.326,"Reflecting on your mobile data, you've embraced more in-person chats. What's an enriching conversation you've had recently?",digital_habits
t0019@sreflect,2024-02-27 21:02:10.447,Your recent steps have increased alongside exploring new places. How does this tie into your fitness goals and daily energy?,physical_fitness
t0019@sreflect,2024-02-27 21:02:10.447,Your screen time is up; what new app is captivating you and how does it make you feel?,digital_habits
t0019@sreflect,2024-02-27 21:02:10.447,Your recent steps have increased alongside exploring new places. How does this tie into your fitness goals and daily energy?,physical_fitness
t0005@sreflect,2024-02-27 21:32:25.704,Your outgoing calls have spiked while in-person chatter dipped. Do you find phone conversations more rewarding these days?,digital_habits
t0005@sreflect,2024-02-27 21:32:25.704,Your outgoing calls have spiked. Recall a recent call you initiated and share how it affected your day.,digital_habits
t0005@sreflect,2024-02-27 21:32:25.704,Your outgoing calls have spiked while in-person chatter dipped. Do you find phone conversations more rewarding these days?,digital_habits
t0010@sreflect,2024-02-27 21:40:09.776,You've been powering down on screen time lately; what new habits made this possible and how do they reflect on your daily routine?,digital_habits
t0010@sreflect,2024-02-27 21:40:09.776,"Your screen time has dipped lately. What alternative activities have you found rewarding, and how have they impacted your daily routine?",digital_habits
t0010@sreflect,2024-02-27 21:40:09.776,You've been powering down on screen time lately; what new habits made this possible and how do they reflect on your daily routine?,digital_habits
t0003@sreflect,2024-02-27 21:54:54.542,Your screen use is up lately. Reflect on how prioritizing screen time over sleep has influenced your day.,digital_habits
t0003@sreflect,2024-02-27 21:54:54.542,Your recent social interactions seem in-person focused. How are these meet-ups enriching your day?,social_interaction
t0003@sreflect,2024-02-27 21:54:54.542,Your screen use is up lately. Reflect on how prioritizing screen time over sleep has influenced your day.,digital_habits
t0009@sreflect,2024-02-27 22:29:37.187,It seems you've been more mobile and visiting new places. How does exploring affect your well-being?,digital_habits
t0009@sreflect,2024-02-27 22:29:37.187,You're exploring more places lately. How is this shaping your daily experiences?,digital_habits
t0009@sreflect,2024-02-27 22:29:37.187,It seems you've been more mobile and visiting new places. How does exploring affect your well-being?,digital_habits
t0020@sreflect,2024-02-27 22:27:07.588,You've been opting for text over talks lately. How did a recent SMS conversation add value to your day?,digital_habits
t0020@sreflect,2024-02-27 22:27:07.588,"Reflecting on your physical fitness, what's one new habit you could start to re-energize your routine?",physical_fitness
t0020@sreflect,2024-02-27 22:27:07.588,You've been opting for text over talks lately. How did a recent SMS conversation add value to your day?,digital_habits
t0007@sreflect,2024-02-27 22:32:20.490,Your recent gym time boost is impressive! How is this new routine helping with your daily energy and focus?,physical_fitness
t0007@sreflect,2024-02-27 22:32:20.490,You've explored new spots recently! Could a change in scenery be a factor in your sleep pattern changes?,sleep
t0007@sreflect,2024-02-27 22:32:20.490,Your recent gym time boost is impressive! How is this new routine helping with your daily energy and focus?,physical_fitness
t0018@sreflect,2024-02-27 22:57:23.148,"Your sleep patterns have been shifting. Could a new night ritual be the cause, and how does it reflect in your daytime energy?",sleep
t0018@sreflect,2024-02-27 22:57:23.148,"Reflect on a new habit you could adopt for more refreshing mornings, given the changes in your sleep patterns.",sleep
t0018@sreflect,2024-02-27 22:57:23.148,"Your sleep patterns have been shifting. Could a new night ritual be the cause, and how does it reflect in your daytime energy?",sleep
t0017@sreflect,2024-02-28 07:02:58.796,You've been exploring more places lately. How can you intertwine these adventures with your digital habits to enrich your experiences?,digital_habits
t0017@sreflect,2024-02-28 07:02:58.796,You've been exploring more places lately. How can you intertwine these adventures with your digital habits to enrich your experiences?,digital_habits
t0017@sreflect,2024-02-28 07:02:58.796,You've been exploring more places lately. How can you intertwine these adventures with your digital habits to enrich your experiences?,digital_habits
t0016@sreflect,2024-02-28 20:03:04.477,It looks like you're engaging more in lively discussions lately. What's a subject that sparked your enthusiasm and led to lively banter?,social_interaction
t0016@sreflect,2024-02-28 20:03:04.477,"As you're engaging more with incoming texts, can you share how reaching out has buoyed your spirits or supported a pal today?",social_interaction
t0016@sreflect,2024-02-28 20:03:04.477,It looks like you're engaging more in lively discussions lately. What's a subject that sparked your enthusiasm and led to lively banter?,social_interaction
t0022@sreflect,2024-02-28 20:12:49.575,"Noticing less phone calls but more locations and in-person chats, how might exploring new places be shaping your social connections?",social_interaction
t0022@sreflect,2024-02-28 20:12:49.575,Your walks seem more frequent; how does this reflect your current approach to balancing social interactions and wellness?,physical_fitness
t0022@sreflect,2024-02-28 20:12:49.575,"Noticing less phone calls but more locations and in-person chats, how might exploring new places be shaping your social connections?",social_interaction
t0006@sreflect,2024-02-28 21:07:43.842,Your patterns show a trend towards more face-to-face interactions. Can you share how this shift has impacted your social wellness recently?,social_interaction
t0006@sreflect,2024-02-28 21:07:43.842,"Spot any novel locations you've discovered during your reduced travels, and share how they've influenced your mood or perspective.",sleep
t0006@sreflect,2024-02-28 21:07:43.842,Your patterns show a trend towards more face-to-face interactions. Can you share how this shift has impacted your social wellness recently?,social_interaction
t0009@sreflect,2024-02-28 21:02:41.256,Your knack for digital entertainment has spiked. Consider how these choices might shape your tomorrow.,digital_habits
t0009@sreflect,2024-02-28 21:02:41.256,You've switched up your routine with less face-to-face socializing and more screen time lately. How might balancing these better support your well-being?,social_interaction
t0009@sreflect,2024-02-28 21:02:41.256,Your knack for digital entertainment has spiked. Consider how these choices might shape your tomorrow.,digital_habits
t0017@sreflect,2024-02-28 21:05:19.516,"With your screen time on the decline, have you found alternative activities that boost your mood or creativity?",digital_habits
t0017@sreflect,2024-02-28 21:05:19.516,"Reflecting on your digital habits, how can the decrease in screen time enable more meaningful moments today?",digital_habits
t0017@sreflect,2024-02-28 21:05:19.516,"With your screen time on the decline, have you found alternative activities that boost your mood or creativity?",digital_habits
t0002@sreflect,2024-02-28 21:08:40.693,"Curious, with gym time up but overall activity less, how might incorporating a quick outdoor walk boost your day and connections?",physical_fitness
t0002@sreflect,2024-02-28 21:08:40.693,You've been nurturing your mind and body at the gym more lately. How is this shaping your daily routine and focus?,physical_fitness
t0002@sreflect,2024-02-28 21:08:40.693,"Curious, with gym time up but overall activity less, how might incorporating a quick outdoor walk boost your day and connections?",physical_fitness
t0019@sreflect,2024-02-28 21:14:09.328,"With your physical fitness on the rise, how could your evolving digital habits better compliment this trend?",physical_fitness
t0019@sreflect,2024-02-28 21:14:09.328,"Noticing a shift to texting and in-person chats, consider how this change affects your connections and focus.",social_interaction
t0019@sreflect,2024-02-28 21:14:09.328,"With your physical fitness on the rise, how could your evolving digital habits better compliment this trend?",physical_fitness
t0004@sreflect,2024-02-28 21:24:29.171,"Noticing a drop in call durations, how might refocusing that time improve your sleep routine?",sleep
t0004@sreflect,2024-02-28 21:24:29.171,"Your texts are up while calls dropped. Reflect on this shift to messaging, has it changed the depth of your conversations?",digital_habits
t0004@sreflect,2024-02-28 21:24:29.171,"Noticing a drop in call durations, how might refocusing that time improve your sleep routine?",sleep
t0013@sreflect,2024-02-28 21:34:07.752,Your phone unlocks have gone up recently. Could this be affecting your sleep? What changes might improve your rest tonight?,sleep
t0013@sreflect,2024-02-28 21:34:07.752,"You've made more outgoing calls lately; who have you been reaching out to, and how do these conversations uplift you?",social_interaction
t0013@sreflect,2024-02-28 21:34:07.752,Your phone unlocks have gone up recently. Could this be affecting your sleep? What changes might improve your rest tonight?,sleep
t0008@sreflect,2024-02-28 21:49:59.243,Your walks have picked up recently. How has integrating more strolls into your routine bolstered your day-to-day experience?,physical_fitness
t0008@sreflect,2024-02-28 21:49:59.243,Reflect on one good thing your increased offline interactions recently brought into your life.,social_interaction
t0008@sreflect,2024-02-28 21:49:59.243,Your walks have picked up recently. How has integrating more strolls into your routine bolstered your day-to-day experience?,physical_fitness
t0010@sreflect,2024-02-28 22:11:54.825,Your calendar shows more events lately. How are these shaping your interaction with others and influencing your wellbeing?,sleep
t0010@sreflect,2024-02-28 22:11:54.825,You're reaching out less by phone but chatting more in person. What's the most memorable convo you've had face-to-face recently?,social_interaction
t0010@sreflect,2024-02-28 22:11:54.825,Your calendar shows more events lately. How are these shaping your interaction with others and influencing your wellbeing?,sleep
t0011@sreflect,2024-02-28 21:42:40.108,"With a notable increase in face-to-face conversations, reflect on how this has shaped your perspective on digital detoxing.",social_interaction
t0011@sreflect,2024-02-28 21:42:40.108,"Reflecting on recent walks, how did they invigorate your day or alter your state of mind?",physical_fitness
t0011@sreflect,2024-02-28 21:42:40.108,"With a notable increase in face-to-face conversations, reflect on how this has shaped your perspective on digital detoxing.",social_interaction
t0012@sreflect,2024-02-28 21:54:51.928,Your call activity is up. Reflect on how increased phone conversations have enhanced your connection with friends and family this term.,digital_habits
t0012@sreflect,2024-02-28 21:54:51.928,Reflect on one digital habit you've positively changed and how it's affecting your day.,digital_habits
t0012@sreflect,2024-02-28 21:54:51.928,Your call activity is up. Reflect on how increased phone conversations have enhanced your connection with friends and family this term.,digital_habits
t0020@sreflect,2024-02-28 21:59:19.533,"Given your increased time spent resting, what’s one dream that made an impression on you recently?",sleep
t0020@sreflect,2024-02-28 21:59:19.533,Recall a moment from this week where you felt calm or rested. What brought on that tranquility?,sleep
t0020@sreflect,2024-02-28 21:59:19.533,"Given your increased time spent resting, what’s one dream that made an impression on you recently?",sleep
t0005@sreflect,2024-02-28 22:48:52.980,Your increased in-person conversations suggest you're quite the social butterfly! What’s one recent interaction that felt particularly meaningful?,social_interaction
t0005@sreflect,2024-02-28 22:48:52.980,Reflect on a recent in-person interaction that uplifted you. What about it was different and positive?,social_interaction
t0005@sreflect,2024-02-28 22:48:52.980,Your increased in-person conversations suggest you're quite the social butterfly! What’s one recent interaction that felt particularly meaningful?,social_interaction
t0007@sreflect,2024-02-28 22:27:58.674,You've been unlocking your phone more frequently. Reflect on how this might be influencing your sleep and social interactions.,digital_habits
t0007@sreflect,2024-02-28 22:27:58.674,You've been exploring more spots lately. How does discovering new places shape your daily thoughts?,social_interaction
t0007@sreflect,2024-02-28 22:27:58.674,You've been unlocking your phone more frequently. Reflect on how this might be influencing your sleep and social interactions.,digital_habits
t0018@sreflect,2024-02-29 18:56:55.358,Notice how your in-person interactions are flourishing? What's one conversation that stood out to you and why?,social_interaction
t0018@sreflect,2024-02-29 18:56:55.358,Notice how your in-person interactions are flourishing? What's one conversation that stood out to you and why?,social_interaction
t0018@sreflect,2024-02-29 18:56:55.358,Notice how your in-person interactions are flourishing? What's one conversation that stood out to you and why?,social_interaction
t0014@sreflect,2024-02-29 19:02:30.785,"Noticing a shift towards texting, what specific advantages does this have for you compared to calls or in-person chats?",digital_habits
t0014@sreflect,2024-02-29 19:02:30.785,"Reflecting a bit, how did boosting your running make you feel amidst the high academic term stress?",physical_fitness
t0014@sreflect,2024-02-29 19:02:30.785,"Noticing a shift towards texting, what specific advantages does this have for you compared to calls or in-person chats?",digital_habits
t0016@sreflect,2024-02-29 20:03:43.650,You've embraced more face-to-face time recently. How has this shift impacted your approach to high academic term stress?,social_interaction
t0016@sreflect,2024-02-29 20:03:43.650,"As your walks and travel have dialed down a bit, think about an indoor or local activity to boost your fitness today?",physical_fitness
t0016@sreflect,2024-02-29 20:03:43.650,You've embraced more face-to-face time recently. How has this shift impacted your approach to high academic term stress?,social_interaction
t0003@sreflect,2024-02-29 21:04:45.365,You've been reaching out more on calls and texts. How are these chats shaping your days?,digital_habits
t0003@sreflect,2024-02-29 21:04:45.365,"With increased calls and messages, who have you connected with lately that left you feeling uplifted?",social_interaction
t0003@sreflect,2024-02-29 21:04:45.365,You've been reaching out more on calls and texts. How are these chats shaping your days?,digital_habits
t0004@sreflect,2024-02-29 21:02:02.176,Your walking has increased but gym time has dipped. Could outdoor activities be a new fitness focus for you?,physical_fitness
