,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
285,"Reflecting on the fading phone calls but more texts, how has this shift impacted your connections with friends?",0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
286,"With your phone unlocks on the rise, what's one new habit you could try to reduce them?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
287,"Name a small victory from this week that felt like a big win, and why it mattered to you. Kudos on keep going strong!",2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,1.0,False
288,Your texts and in-person conversations have risen! Who have you connected with lately and how has this impacted your sense of community?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",0.9148430347475165,False
289,"You've been visiting more places lately! Where did you go, and how did this affect your energy or focus levels?",3,3_places_new_exploring_more,"['places', 'new', 'exploring', 'more', 'youve', 'visiting', 'been', 'your', 'how', 'spots']","[""Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?"", ""You've been visiting more places lately. How has exploring new environments influenced your day-to-day life?"", ""You've been exploring more places lately. How does visiting new spots shape your day?""]",places - new - exploring - more - youve - visiting - been - your - how - spots,0.866439793479542,False
290,You've upped your running lately. How might integrating this into your daily routine enhance your focus and energy?,5,"5_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","['Your running has really picked up! How do you envision incorporating this momentum into your routine?', 'Your running has really picked up! How do you envision incorporating this momentum into your routine?', 'Your running has really picked up! How do you envision incorporating this momentum into your routine?']","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",0.8881951592484546,False
291,Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",0.990198700085419,True
292,You're embracing more face-to-face chats lately. What's one surprising insight you've gained from this change in your social habits?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
293,Reflect on a moment this week where a conversation gave you a new perspective. How has it impacted your connections? Cheers to your social explorations!,2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,1.0,False
294,"This week, you've run more than before. What intention or goal fueled this increase in running?",5,"5_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","['Your running has really picked up! How do you envision incorporating this momentum into your routine?', 'Your running has really picked up! How do you envision incorporating this momentum into your routine?', 'Your running has really picked up! How do you envision incorporating this momentum into your routine?']","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",1.0,False
295,You're spending less time on in-person talks but more on calls. How's this change shaping your daily interactions?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
296,You've recently been to more places; share how exploring new environments is shaping your daily perspective.,3,3_places_new_exploring_more,"['places', 'new', 'exploring', 'more', 'youve', 'visiting', 'been', 'your', 'how', 'spots']","[""Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?"", ""You've been visiting more places lately. How has exploring new environments influenced your day-to-day life?"", ""You've been exploring more places lately. How does visiting new spots shape your day?""]",places - new - exploring - more - youve - visiting - been - your - how - spots,0.86673878538395,False
297,Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.,1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,True
298,"It seems your screen time has gone down recently. How do you feel about the digital space you've reclaimed, and what did you do with that extra time?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
299,You've amped up your social game lately! Which new spot have you explored and how did it shape your day?,3,3_places_new_exploring_more,"['places', 'new', 'exploring', 'more', 'youve', 'visiting', 'been', 'your', 'how', 'spots']","[""Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?"", ""You've been visiting more places lately. How has exploring new environments influenced your day-to-day life?"", ""You've been exploring more places lately. How does visiting new spots shape your day?""]",places - new - exploring - more - youve - visiting - been - your - how - spots,0.7829931652291698,False
300,"Noticing a hike in social app usage, how have these platforms helped or distracted from your academic goals?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",0.7634810956160634,False
301,Your frequent spots have changed recently. Reflect on your favorite new find and what it adds to your day.,3,3_places_new_exploring_more,"['places', 'new', 'exploring', 'more', 'youve', 'visiting', 'been', 'your', 'how', 'spots']","[""Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?"", ""You've been visiting more places lately. How has exploring new environments influenced your day-to-day life?"", ""You've been exploring more places lately. How does visiting new spots shape your day?""]",places - new - exploring - more - youve - visiting - been - your - how - spots,0.6853811235278191,False
302,"Describe a challenge from the week and how it's shaped your perspective. Keep shining, your journey matters!",2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,1.0,False
303,"Noticing longer but fewer in-person chats recently, what's one deep conversation that sparked joy or insight for you?",0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
304,"Your screen time and app use have climbed! Reflecting on this, which app might you cut back on to reclaim some headspace?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
305,Your increase in screen time suggests a digital-heavy routine. How might balancing online and offline activities improve your day?,1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
306,You’ve been reaching new places! How have these explorations enriched your day?,3,3_places_new_exploring_more,"['places', 'new', 'exploring', 'more', 'youve', 'visiting', 'been', 'your', 'how', 'spots']","[""Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?"", ""You've been visiting more places lately. How has exploring new environments influenced your day-to-day life?"", ""You've been exploring more places lately. How does visiting new spots shape your day?""]",places - new - exploring - more - youve - visiting - been - your - how - spots,0.9090880031956691,False
307,You've been shifting to more in-person chats lately. How has this affected your connections and digital habits?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
308,"With a notable increase in face-to-face conversations, reflect on how this has shaped your perspective on digital detoxing.",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
309,"Noticing a decrease in your phone interactions and an upswing in face-to-face conversations, what new insights have you gained about balancing your tech use with social connection?",0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",0.8996391565626027,False
310,Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!,2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,1.0,True
311,"Your in-person chats have grown though less frequent, any insightful encounters sparking joy lately?",0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
312,Your phone unlocks have gone down recently. How might this be influencing your daily routine and interactions?,1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
313,"Though your screen time is down, consider the impact of less digital interaction on your overall well-being. How might you balance online and offline activities tomorrow?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
314,"Though your screen time is down, consider the impact of less digital interaction on your overall well-being. How might you balance online and offline activities tomorrow?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
315,Your recent trend shows increased screen time and use of social apps. How might you plan a tech-free activity to enrich your day?,1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",0.9638449821777838,False
316,"Reflecting on your digital habits, what's one book you've wanted to read but haven't started yet?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
317,"Share a breakthrough moment from this week that made you proud, followed by a high-five to yourself for making it happen!",2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,0.9233596806245222,False
318,Your social interactions have shifted lately. What's one way you'll reconnect with someone this coming week?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",0.7321949665656912,False
319,You're upping your text game! How do you feel about the shift from calls to texts for staying in touch?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
320,Noticing your screen time is down—is there a new habit you're nurturing in its place?,1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
321,You're reaching out through texts more often now. Reflect on how swapping in-person chats for digital messages has affected your day?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
322,Your in-person interactions and running have picked up recently. What new insight have these changes brought into your routine?,5,"5_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","['Your running has really picked up! How do you envision incorporating this momentum into your routine?', 'Your running has really picked up! How do you envision incorporating this momentum into your routine?', 'Your running has really picked up! How do you envision incorporating this momentum into your routine?']","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",1.0,False
323,"With less phone calls and more home time, how are you ensuring quality sleep in your current routine?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
324,Reflect on a moment this week where you felt especially proud of your achievements. What sparked that feeling? Keep up the great work!,2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,1.0,False
325,"Lately, your digital exchanges are on the upswing. Can you share how this has impacted your daily routine or study habits?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
326,Your gym time is up! How has that influenced your study time or relaxation moments?,6,"6_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","['With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?', 'With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?', 'With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?']","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",0.7852202861679579,False
327,Your gym time is up! How has that influenced your study time or relaxation moments?,6,"6_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","['With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?', 'With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?', 'With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?']","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",0.8771569719482639,False
328,You're swapping calls for texts a lot lately! How is text messaging fitting into your daily routine?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
329,You've boosted your gym time lately. How does integrating more workouts influence your daily energy and focus?,6,"6_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","['With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?', 'With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?', 'With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?']","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",1.0,False
330,Your call activity is up. Reflect on how increased phone conversations have enhanced your connection with friends and family this term.,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",0.9558728588255224,False
331,You seem to be embracing more face-to-face chats and gym time. How are these choices enriching your day?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",0.8395169575834012,False
332,Reflect on a specific moment this week when you felt understood by someone. How did it affect your day? Thanks for sharing your journey!,2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,1.0,False
333,You've been walking more lately. How does this change of pace impact your daily routine and focus?,4,"4_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","[""Your walks have picked up pace lately. What's motivating you to step out more, and how does it boost your day?"", 'Your walking time is up. How does this new pace support your physical fitness goals?', ""You've been walking more lately. How does this change of pace impact your daily routine and focus?""]","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",1.0,True
334,Reflect on a moment this week where you felt on top of your game. How can you recreate that success? Keep up the great work!,2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,1.0,False
335,"Reflecting on your digital leaps, could a new app or habit be eating into your sleep routine?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
336,Seems like your phone's become quieter recently. How do you plan to re-engage with your social circle today?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",0.8651528711281374,False
337,"Reflect on a digital detox you've done last week, how did it enrich your day?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
